case_id;year;month;day;country_id;iso3;country_name;region;city/village;location;location_latitude;location_longitude;location_accuracy;incident_type;perpetrator_type;organizational_affiliation;organizational_affiliation_2;loneactor_id;target_group;grouped_target_group;target_group_2;grouped_target_group_2;weapon_type;grouped_weapon_type;weapon_type_2;grouped_weapon_type_2;weapon_description;fatal;n_killed;n_wounded;description;plot_type;plot_targeting;plot_operational_planning
2021-10-13;2021;10;13;18;GBR;United Kingdom;Scotland;Livingston;Knightsridge;55.90935035769099;-3.5271545711644077;1;2;5;;;;103;Ethnic/religious minorities;;;400;Knives/bladed weapons and sharp objects;600;Beating/kicking;Large kitchen knife and beating/kicking;0;0;1;"A 27-year-old man and a 21-year-old man repeatedly stabbed and beat up a Ghanaian man. The perpetrators were returning home from a party when they plotted to stab a random black man. They used a large kitchen knife to stab the victim and beat him up while on the ground. The victim managed to escape into a garden where he was found covered in blood. The victim suffered multiple stab wounds, including one to his chest, and a broken skull, eye socket, and cheekbone. Upon arrest, one of the perpetrators told police that ""I stabbed that n*****. I was going back to murder him. Did you see his face? I am going to jail for murder, ain't I? I had a big f***ing steak knife"". Both perpetrators pleaded guilty to unprovoked and racially aggravated attempted murder.";;;
2021-10-16;2021;10;16;6;DEU;Germany;Bavaria;Simbach am Inn;m;48.290530201292455;13.017839591592223;2;1;6;;;286;102;Ethnic/religious minorities;;;200;Arson/firebomb;;;Arson;0;0;0;A paper container and floor mats were set on fire in front of an accommodation for asylum seekers during the night. Due to intensive criminal investigations, a 42-year-old could be arrested and is suspected of having started the fire in order to kill residents of the accommodation for xenophobic reasons.;;;
2021-10-18;2021;10;18;5;FRA;France;Auvergne-Rhône-Alpes;Multiple locations;Multiple locations;;;;4;8;;;;900;Unknown;;;300;Firearms;301;Firearms;Submachine gun, assault rifle, two shotguns, three grenades;0;0;0;A major arm repository was seized by the police after searching a business and the homes of three individuals, a woman and two men who were active in the ultra-right survivalist movement. Investigators discovered various weapons of war of category A, and other weapons of categories B and C, namely a submachine gun, an assault rifle, two shotguns and three grenades. At the same time, large quantities of ammunition were seized.;;;
2021-10-18-a;2021;10;18;18;GBR;United Kingdom;England;Liverpool;Cooper's Pub;53.40545637576109;-2.9804525443257357;1;2;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A man was approached by three men shouting racist slurs towards him. The group then followed the victim and punched him repeatedly to his head, while using further racist language. The victim was rushed to the hospital for the injuries he sustained. ;;;
2021-10-19;2021;10;19;10;ITA;Italy;Multiple locations;Multiple locations;Multiple locations;m;m;m;4;1;Ordine di Hagal;;;900;Unknown;;;300;Firearms;102;Explosives;Modified automatic and semi-automatic firearms, handguns, a grenade launcher and ammunition;0;0;0;"The police arrested 26 people in seven different regions because of their alleged membership in a neo-nazi and supremacist organization called ""Ordine di Hagal"", aiming to ""subvert the democratic order."" The group was also active on Telegram and WhatsApp, and promoted fascism, anti-semitism and conspiracy theories. In addition, they are said to have planned ""sensational violent actions"" and were active in a ""constant activity of paramilitary training."" Internationally, the organization was in contact with well-known neo-nazi Ukrainian groups, such as the Azov Batallion. Members of the group also carried out advanced military training for its followers. Police seized several weapons from their premises, including modified automatic and semi-automatic firearms, handguns, a grenade launcher, ammunition, and tactical gear. Investigations are ongoing (2021).";;;
2021-10-20;2021;10;20;6;DEU;Germany;Multiple locations;Multiple locations;Multiple locations;m;m;m;3;1;Berserker Clan;;;300;State institutions;;;900;Unknown;;;Unknown;0;0;0;"On suspicion of the formation of a right-wing extremist association, 130 officers took action nationwide against alleged members of the group ""Berserker Clan"". Raids were conducted in Berlin, Schleswig-Holstein, Baden-Württemberg and Hessen. During searches in 14 locations, weapons and ammunition were seized (firearms, alarm weapons, timer for a bomb, ammunition, cutting and stabbing weapons, data carriers, and Nazi devotional objects). Police are investigating 15 men and women aged between 26 and 55 for which the preparation for a ""day X"" played a major role in their communication. The group was allegedly stockpiling deadly weapons with the aim to carry out ""revenge full of horror"" against German institutions on an as-yet-undefined ""Day X."" Officials say the suspects were prepared to carry out an orchestrated armed uprising across multiple German states. The ringleader, who has not been arrested but who is based in Berlin, used social media including Facebook to plan the attacks, local media reported.  According to the Attorney General, the investigation had been going on for a year. The basis was the tip of a witness, said the spokesman. ";4;5;3
2021-10-22;2021;10;22;5;FRA;France;Multiple locations;Multiple locations;Multiple locations;m;m;m;3;8;Honneur et nation;;;300;State institutions;;;900;Unknown;;;Unknown;0;0;0;"COVID-19 related. A far-right conspiracy theorist, involved also in CaseID 2021-5-4, was charged with terrorism over an alleged plot to overthrow the French government. The plotting, called ""Operation Azur"", aimed at seizing the Elysée, the Assemblée Nationale, the Sénat, the Ministry of Defence, a TV station to broadcast propaganda messages, and to attack COVID-19 vaccination centres. Altogether 12 suspects were accused of plotting a series of attacks against vaccination centres, a masonic lodge, journalists and prominent people. The perpetrator aimed to set up an underground structured organization nationwide, counting more than 300 members, including police officers, gendarmes, soldiers, and a mayor. On the day of the attack, these ""troops"" were to distract the police with shields and homemade bombs while others attacked various buildings. The perpetrator was also accused of belonging to the group ""Honneur et nation"".";3;6;3
2021-10-27;2021;10;27;7;GRC;Greece;Attica;Piraeus;Kokkinia;37.95862336605442;23.65309251519143;1;2;8;Golden Dawn (suspected);;;102;Ethnic/religious minorities;;;504;Blunt instruments;600;Beating/kicking;Glass bottle and beating/kicking;0;0;3;"A group of fifteen people attacked three migrant workers from Pakistan. First, the perpetrators approached the victims in a city square while shouting ""Pakistani w***** [whores] we will kill you all"". Then the perpetrators began to hit them several times, and threw them to the ground while kicking them. One of the victims was hit in the head with a bottle, which led him to fall unconscious. He was later picked up by an ambulance and transported to hospital. When the two other victims saw the perpetrators holding knives, they tried to flee to their house. The perpetrators chased them and broke into the house. The migrants had to hide on the roof to avoid further attacks from the perpetrators. The perpetrators patrolled the area for three hours on motorbikes. The victims were hospitalised.";;;
2021-10-28;2021;10;28;18;GBR;United Kingdom;England;Washington;m;;;;3;6;;;287;101;Ethnic/religious minorities;400;Marginalized groups;900;Unknown;;;Unknown;0;0;0;"An 18-year-old was charged with planning a far-right terror attack targeting police stations, drag queens and what he called ""Muslim rape gangs"". In court it was heard that the perpetrator had written a manifesto and a ""final note"". He is also accused of researching explosive ingredients and identifying people and locations as potential targets. The alleged preparations started the 1st of October 2020, and he was arrested in an intelligence led operation the 28th of October 2021. ";4;5;3
2021-11-3;2021;11;3;6;DEU;Germany;Berlin;Berlin;Steglitz;52.45992122507835;13.345011568410344;1;2;8;;;;102;Ethnic/religious minorities;;;503;Blunt instruments;600;Beating/kicking;Baton and beating/kicking;0;0;1;The incident started with a traffic dispute, in which the 38-year-old perpetrator, a neo-Nazi and former member of Alternative für Deutschland well known to the police, and another person blocked a taxi driver's route. A dispute then broke out, and the main perpetrator shouted xenophobic abuse at the victim and hit him with a baton. The victim then drove to the police station and tried to file a report. After that, the victim drove back to the initial crime scene, where he met the perpetrators again. The taxi driver followed the perpetrators' car for a while, before they suddenly stopped, got out of their car, and tried to drag the victim out of his car and beat him repeatedly to his head. The perpetrators then fled, but the injured victim was able to remember the license plate number. The perpetrators are suspected of being involved in a series of attacks in the Neukölln area over the last years.;;;
2021-11-4;2021;11;4;3;DNK;Denmark;Midtjylland;Holsterbro;Ringparken ;56.36860818518329;8.614231427127354;1;2;6;;;288;102;Ethnic/religious minorities;;;500;Blunt instruments;600;Beating/kicking;Iron bar and beating/kicking;0;0;1;"The perpetrator was on his bike when he started shouting racial slurs at a couple that was waiting for a bus. The perpetrator then got off his bike and started attacking and injuring the male with an iron bar. The police are treating the attack as a ""racially motivated assault"" of severe character. ";;;
2021-11-4-a;2021;11;4;16;SWE;Sweden;Västra Götaland;Falköping;m;;;;3;6;Nordic Resistance Movement;;289;900;Unknown;;;100;Explosives;900;Unknown;Materials for making bombs and unspecified weapons;0;0;0;"A 25-year-old man with far-right ties has been detained by the police on suspicion of planning a large explosion in Falköping. At his home, police and a bomb squad found several materials that could amount to making ""one or more bombs"" as well as unspecified weapons. The perpetrator is said to have stolen fertilizer from a farm since August 2020, and according to the police, he wanted to make the same type of bomb as used by Anders Behring Breivik the 22nd of July 2011. The perpetrator had previously applied twice to get a permit for a legal possession of weapons, but both applications were denied due to his links to the Nordic Resistance Movement. The police have not yet revealed specific information about the perpetrator's attack plot or potential targets (2021).";4;1;2
2021-11-5;2021;11;5;7;GRC;Greece;Attica;Athens;Psyri;37.97868141253474;23.72450747402135;1;2;8;;;;200;Political opponents;207;Political opponents;600;Beating/kicking;;;Beating/kicking;0;0;1;"A photographer who was also a member of the Socialist Workers' Party (SEK) and an activist in the KEERFA anti-fascist movement was attacked by a group of people. The victim was in a music venue when an individual who was there with a group of people approached him and looked at him closely. When the victim left the premises with a friend, the group followed and surrounded him. They began to hit him on the head and threw him to the ground while kicking him. The perpetrators also shouted ""C*** with the SEK, c*** with the Syrizans, we will kill you all"". The victim fell unconscious and was transported by ambulance to the Red Cross emergency room where he was examined and given first aid.";;;
2021-11-7;2021;11;7;15;ESP;Spain;Comunidad Valenciana;Valencia;Plaza Xúquer;39.47603201698235;-0.3505120590655783;1;2;4;;;;200;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A 22-year-old man was attacked by a group of 10 neo-nazis because of the shirt he wore. The shirt had ""working class"" written on it, which the perpetrators perceived as a proof of the victim's left-wing ideology. He was first confronted on the street by a man who suddenly started to beat him. He then tried to flee, but the other nine perpetrators appeared, encircled him in a doorway, and beat him up. The victim eventually managed to escape and found shelter in a bar, at which point the perpetrators fled. The victim was hospitalised for his injuries. One 19-year-old was arrested. As a result of the investigations, the police found that this man also was behind two other attacks the day before his arrest. However, information about these attacks is limited. ";;;
2021-11-14;2021;11;14;1;AUT;Austria;Salzburg;Salzburg;Maxglan;47.797672587613185;13.022118419580424;1;2;6;;;290;102;Ethnic/religious minorities;;;803;Other;801;Other;Pepper spray, car and beating/kicking;0;0;0;"The 26-year-old perpetrator racially insulted the two victims with slurs like ""Shitty foreigners"" at a gas station before hitting one of them in the face. He then took out a pepper spray and attempted to spray them in their faces. When the victims fled towards their car, the perpetrator got in his car and drove in high speed trying to hit them. The victims managed to escape the attack by jumping to the side. The perpetrator was arrested and imprisoned.";;;
2021-11-16-a;2021;11;16;1;AUT;Austria;Multiple locations;Multiple locations;Multiple locations;m;m;m;4;8;;;;900;Unknown;;;301;Firearms;302;Firearms;At least 20 rifles, handguns and other firearms, as well as numerous other weapons such as a daggers with SS runes, four samurai swords, five sports bows, three nunchucks (also known as strangling wood) and a butterfly knife;0;0;0;During the course of house raids in right-wing extremist circles in Wien, Niederösterreich, Burgenland, Kärnten, Oberösterreich, Steiermark and Salzburg, several weapons and nazi devotional items were seized.  A total of 15 house searches and five voluntary inspections were carried out on 20 people. At least 20 rifles, handguns and other firearms, as well as numerous other weapons such as a daggers with SS runes, four samurai swords, five sports bows, three nunchucks (also known as strangling wood) and a butterfly knife, electronic data carriers and Nazi memorabilia were confiscated. All the 20 perpetrators are currently under investigation (2021).;;;
2021-11-16;2021;11;16;5;FRA;France;Occitanie;Montauban;chemin de Matras;;;;4;6;;;291;900;Unknown;;;100;Explosives;399;Firearms;Material to make explosives, unspecified firearms of category C;0;0;0;A 46-year-old municipal employee from Montauban, active in neo-Nazi circles, been arrested for incitement to acts of terrorism after the police seized tens of weapons (category C weapons of war) and material that could be used to make explosives at his house. The perpetrator belonged to the radical movement of the survivalist ultra-right and shared anti-semitic and racist calls to violence via Telegram. He was also convinced that a civil and racial war was imminent, and that he therefore had to prepare by taking up arms.;;;
2021-11-20;2021;11;20;5;FRA;France;Normandie;Mesnil-en-Ouche;m;;;;4;8;;;;900;Unknown;;;300;Firearms;301;Firearms;130 weapons including assault rifles AR-15 and AK-47, submachine guns, other firearms, shotguns, 200 kg of ammunition and grenades;0;0;0;Two 25-year-olds were arrested after the police discovered a weapon arsenal in their car and a storage facility. The two perpetrators, one of which is a soldier, hit the car of the border police and fled. They were stopped shortly after, at which point the police found weapons in their car. More weapons were found during a search in a storage unit of the grandfather of one of the two. This included 130 weapons, among other things assault rifles AR-15 and AK-47, submachine guns, other firearms, shotguns, 200 kg of ammunition and grenades. In addition, elements of propaganda linked to the extreme right (badges, posters, neo-Nazi documentation) were also found. According to the police, no attack plot was discovered, but the perpetrators are currently under investigation and in custody (2021). ;;;
2021-11-23-a;2021;11;23;5;FRA;France;Île-de-France;Paris;Pont Neuf;48.85760021323435;2.3417423017401955;1;2;5;;;;103;Ethnic/religious minorities;206;Political opponents;600;Beating/kicking;;;Beating/kicking;0;0;4;"After a night out, the victim was walking home with three friends when he was confronted by two 26 and 31-year-old men shouting ""dirty n*****, where did you pick up white girls from? Go back to your country!"" The two men then pushed the victim, knocked him to the ground, and further kicked him. When the victim's friends tried to intervene, they were beaten up as well. The perpetrators then initially fled, but were arrested shortly after. To the police, the perpetrators stated that ""Paris is invaded by North African and sub-Saharan populations."" ";;;
2021-11-23;2021;11;23;13;NOR;Norway;Rogaland;Jæren;m;;;;4;6;;;292;900;Unknown;;;399;Firearms;105;Explosives;Unspecified firearms, unspecified weapon parts and unspecified explosives;0;0;0;"A 21-year-old man, one of the perpetrators in CaseID 2019-9-27, has been arrested following a police house search during which several weapons were seized. Although most of the weapons were incomplete or sealed, it was determined that the firearms easily could be put together as functional. The perpetrator has recenly served over a year in prison for illegal arms smuggling from Germany. The background for this search however was that the man for a long time had expressed sympathies with Nazism and right-wing extremist movements. The perpetrator had for instance been active in several right-wing extremist forums and chat groups on Telegram, where he among other things posted a picture of five hand guns and a grenade together with a uniform hat with swastikas inside his refrigerator, with the message ""This is what a right-wing extreme refrigerator looks like."" In several other messages, he posted pictures of various types of Nazi effects with reference to Hitler. He has previously also stolen weapons from the Rogaland War History Museum,  asked for a membership in the Nordic Resistance Movement, and expressed support for the far right party Alliansen. Linked to CaseID 2019-9-27.";;;
2021-11-30;2021;11;30;4;FIN;Finland;Satakunta;Kankaanpää;m;;;;3;8;;;;900;Unknown;;;100;Explosives;301;Firearms;Dynamite, rifles and other unspecified guns;0;0;0;"The police department of southwestern Finland announced that they had arrested five Finnish men suspected of preparing a terrorist crime and a breach of Finnish explosives legislation with terrorist intent. The police have not elaborated on what kind of a terrorist crime the group is suspected of having prepared, but they showed images of firearms (an RK-62 assault rifle used by the Finnish Defense Forces, a pistol, shotguns, and what appeared to be an air rifle) and explosives (a big stack of dynamite and fertilizer containing ammonium nitrate) earlier confiscated from the group. The five men are all from the area of Kankaanpää, a small town of ca. 13 000 people in the region of Satakunta in Western Finland. According to locals interviewed by the media the men have known each other since elementary school. The men were apparently known by locals as the “Nazi gang” of the town. According to some locals they had a skinhead background. Locals have described to the press how the men talked about immigrants and other minorities in a very hostile way.  The Finnish Security Intelligence Service, Supo, described the group’s ideology as neo-Nazi accelerationist. The investigation apparently stretches back over two years. The weapons and explosives, or at least a part of them, were confiscated from the group already in early 2020 – they had apparently been stolen during the autumn of 2019  (CaseID 2019-12-31). The police became interested in the group in connection with an “ordinary” criminal investigation. There are conflicting reports as to what this crime was. Some sources say that it was an investigation into a narcotics crime; others claim that it concerned two of the arrested men beating up someone pretty bad in front of a bar in Kankaanpää. Having found something interesting on the phone of one of the arrested men, the police then apparently decided to keep the men under surveillance and at some point Supo was brought in to assess the nature of the group’s ideology.";4;1;2
2021-11-d;2021;11;d;7;GRC;Greece;Attica;Athens;Maximos Palace;37.97403649252564;23.740567;1;2;6;;;458;201;Political opponents;202;Political opponents;502;Blunt instruments;;;Stone;0;0;1;A Dutch journalist based in Greece was attacked in a store by an unknown man who called her a Turkish prostitute and spy, and urged her to go back to Turkey. The perpetrator then threw a stone at her head, injuring her in the forehead. The victim had recently accused the Greek prime minister of lying about the deportation of refugees, which led her to receive online harassment and death threats. ;;;
2021-11-d-a;2021;11;d;9;IRL;Ireland;Leinster;Dublin;East Wall;53.3547309325069;-6.234263503710127;1;2;4;;;;102;Ethnic/religious minorities;;;500;Blunt instruments;600;Beating/kicking;Hurling bat and beating/kicking;0;0;1;"A 25-year-old Indian woman was subjected to an unprovoked attack by a gang of three or four teenagers, aged between 13 and 17. The perpetrators shouted xenophobic insults like ""go back home"" and ""you don’t deserve to be here"" while repeatedly punching and kicking her to the face and back, as she was laying on the ground. One of the perpetrators was hitting her with a hurling bat. The victim suffered facial injuries and bruising all over her body. ";;;
2021-12-5;2021;12;5;5;FRA;France;Île-de-France;Villepinte;m;48.95781541888548;2.5363757875725805;2;2;8;Reconquête;Zouaves Paris;;200;Political opponents;;;600;Beating/kicking;580;Blunt instruments;Beating/kicking and chair;0;0;5;"During the first electoral rally of far-right candidate Eric Zemmour, several right-wing activists gathered. Thousands of people cheered every mention of reducing immigration and booed every reference to Macron. At the back of the rally, the anti-racist organization SOS Racisme had organized a non-violent demonstration and stood up with ""No to Racism"" written on their T-shirts. A fight erupted, during which the left-wing demonstrators were attacked with beatings and throwing of chairs. Among the far-right attackers were members of Reconquête and the Zouaves Paris. Five people were injured. In response to the violence, Zemmour stated that ""I obviously condemn all violence but these are people who came to provoke. They know very well that they are going to annoy the people who are there, and they do it for that. They had nothing to do there.""";;;
2021-12-7-a;2021;12;7;6;DEU;Germany;Nordrhein-Westfalen;Neuss;Konrad-Adenauer-Ring;51.193100235179266;6.669768625170242;1;2;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;The victim, a 13-year-old boy of German and African roots, was on his way to school around 07:45am when he was racially insulted by a group of five to six men in their 20s. The perpetrators surrounded the victim, pushed him, subjected him to xenophobic language, and continously kicked him when he was on the ground. They continued to step on him until they fled in an unknown direction. The victim was injured.;;;
2021-12-7;2021;12;7;6;DEU;Germany;Multiple locations;Multiple locations;Multiple locations;m;m;m;3;8;;;;207;Political opponents;300;State institutions;900;Unknown;;;Unknown;0;0;0;"COVID-19 related. A group consisting of right-wing extremists and radical opponents of the COVID-19 measures is suspected of having plotted to kill Saxony's Prime Minister Michael Kretschmer (CDU). The planning has allegedly been conducted using the communication service Telegram. According to a report, some of the participants of the group called ""Dresden Offlinevernetzung"" have not only exchanged plotting ideas in the chat, but they have also reportedly met in a Dresden park, discussing among other things the murder plot. Five men and a woman, aged between 32 and 64, were targeted and arrested in the investigation. One group member claimed in an audio message that he was armed and had ammunition ready. The police terrorism and extremism defense center (PTAZ) is responsible for the investigation, which is ongoing (2021). Audio messages from the group encouraged taking action against corona measures ""if necessary with armed force"", against appropriate decision-makers and specifically against the Saxon Prime Minister. Thus far, around 140 officials have searched the suspects' apartments. Three crossbows, unspecified weapons and weapon parts were found and seized.";3;3;3
2021-12-8;2021;12;8;5;FRA;France;Île-de-France;Paris;Parc de Bercy;48.83764233632458;2.379407627860422;1;1;6;;;293;102;Ethnic/religious minorities;;;401;Knives/bladed weapons and sharp objects;;;Sabre;0;0;2;A 67-year-old man has been arrested after he injured two migrants. The perpetrator entered a migrant camp, mainly occupied by men of Sudanese origin, on the outskirts of Paris with a machete and slashed several tents in addition to injuring two people living there, who had to be hospitalized as a result of the attack. The man allegedly shouted derogatory comments to the immigrants during the attack. The perpetrator is the same as in CaseID 2022-12-23, where he shot and killed three people of Kurdish origin outside of a Kurdish cultural centre. Thee people were also injured.;;;
2021-12-16;2021;12;16;6;DEU;Germany;Nordrhein-Westfalen;Köln;m;;;;4;3;;;;900;Unknown;;;100;Explosives;;;Materials to make explosives;0;0;0;The police in Cologne searched the homes of four right-wing extremists aged 36 to 53, suspected of buying substances to build an explosive device. During the raid, all the men were arrested and raw materials for explosives and firecrackers were seized. No explicit attack plot was discovered, and police say that investigations have just started (2021). Therefore, it is too early to say what the devices were planned used for or what danger they posed.;;;
2021-12-22;2021;12;22;10;ITA;Italy;Lazio;Ferentino;Piazza Matteotti;41.69250080928844;13.253636397418262;1;2;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A 20-year-old immigrant originally from Gambia was beaten to the point of hospitalization by six men. According to the victim, the incident started as soon as the perpetrators observed him at the Piazza Matteotti and told him that ""he had to leave their city because people who looks like him are not welcome."" Thereafter, he was unprovokedly punched and kicked to the ground. The victim had to receive medical attention for his injuries. The perpetrators, on the other hand, claim they intervened because the victim harassed two girls.";;;
2021-12-25;2021;12;25;18;GBR;United Kingdom;England;Brighton;Bevendean Road;50.83890736994438;-0.1132377846583983;1;2;5;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A Pakistani Uber driver was assaulted in his car by three passengers. The perpetrators wanted to stop in a different place than what they had indicated in the app, so the victim told them to add the stop in the app, which was in line with Uber policy. The perpetrators then accused the victim of ripping them off and started racially insulting him. The victim cancelled the trip, opened the doors to let them leave. Instead of leaving, the perpetrators sat in the car for a while and then attacked him. One of the perpetrators violently punched him in the face twice and racially insulted him: ""F***ing refugee, f***ing P***, you are ripping us off and making money off of us"". After hitting him, the perpetrators ran away. The victim arrived at the hospital with his nose broken in three places, facial cuts and bruisings.";;;
2021-12-d;2021;12;d;7;GRC;Greece;Central Macedonia;Thessaloniki;Intercultural Lyceum of Evosmos;40.67213660188571;22.91229335720939;1;1;1;Nationalist Youth of Thessaloniki (ΕΝΕΘ);;;102;Ethnic/religious minorities;;;501;Blunt instruments;600;Beating/kicking;Brass knuckle, beating/kicking;0;0;1;"A 15-year-old Iraqi refugee was punched with brass knuckles and kicked by a group of 15 men belonging to the far right group ""Nationalist Youth of Thessaloniki"". The perpetrators were waiting outside the victim's high school, known for teaching to refugees, to beat up refugees. The victim was attack while waiting for the bus to go back to a nearby refugee camp. ";;;
2022-1-10;2022;1;10;16;SWE;Sweden;Skåne;Kristianstad;NTI gymnasiet;56.03072209088881;14.154394672061004;1;1;6;;;470;800;Other;;;400;Knives/bladed weapons and sharp objects;600;Beating/kicking;Knives and beating/kicking;0;0;2;"A 16-year-old boy attacked a school in Kristianstad. The perpetrator was linked to the perpetrator of CaseID 2021-8-19, where another boy carried out a school shooting. The two perpetrators spoke on the phone several times in the days before the attack and shared an interest in war and neo-Nazism. After a week of planning, the perpetrator  stepped into his school in Kristianstad with a bag containing four knives and attacked a teacher and student. The teacher’s injuries were described as milder, while the student’s injuries were described as severe, caused by kicking and stabbing. The attack was categorized as attempted murder, as the perpetrator allegedly a plan or manifesto which included references to Nordic mythology, refugee policy and crime in Sweden. Before committing the act, the perpetrator ran internet searches looking for ""school attack"", ""school shooting"" and the school murderer ""Anton Lundin Pettersson"" in Trollhättan (CaseID 2015-10-22). ";;;
2022-1-15;2022;1;15;5;FRA;France;Île-de-France;Paris;m;48.853348637842096;2.3374148033316597;2;2;8;Les Patriotes (suspected);;;202;Political opponents;;;503;Blunt instruments;504;Blunt instruments;Baton, glass bottle, beating/kicking;0;0;4;"Two journalists and their two security guards were attacked by a group of 20 to 50 people participating in a protest against the COVID-19 Pass. The victims were covering the protest, organised by the far-right movement ""Patriots"" [Les Patriotes] of pro-Frexit presidential candidate Philippot. A protester with a balaclava and a megaphone insulted and shouted death threats towards the victims, before inciting a group of 20 to 50 people to detach from the protest and attack the victims. The victims fled but were followed. The victims were subsequently beaten, and the security guards were hit with batons and on the head with a glass bottle.";;;
2022-1-19;2022;1;19;7;GRC;Greece;Attica;Voula;2nd Lyceum of Voula;37.85192569959286;23.76825950272486;1;1;8;;;;200;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A group of about 10 left-wing high school students were beaten up by a group of about 20 people, aged between 25 and 35, tied to the far-right. The victims were part of a group occupying a school. The attack took place in the evening, when the perpetrators suddenly entered the school and brutally beat up the victims. One of the victims was hospitalised. Motive not explicitly stated, but sufficiently evident to be included.;;;
2022-1-20-b;2022;1;20;10;ITA;Italy;Lazio;Rome;Via degli Orti di Malabarba;41.8961833337089;12.536439889863491;1;1;1;CasaPound;;;301;State institutions;;;600;Beating/kicking;104;Explosives;Beating/kicking, paper bombs;0;0;6;Six police officers were injured during the evacuation of a building that was illegally occupied by CasaPound. In the early morning, police officers in riot gear arrived near the premise. CasaPound militants were already there, hooded and with balaclavas, all in black. They tried to stop the police by throwing paper bombs, beating and kicking, and by setting fire to trash cans. After charging repeatedly against the perpetrators, police managed evacuate the premises. Six officers were injured, and two had to be hospitalised.;;;
2022-1-20-a;2022;1;20;16;SWE;Sweden;Stockholm;Tyresö;Tyresö;59.244487997041716; 18.284773417089994;2;4;6;Nordic Resistance Movement;;500;900;Unknown;;;105;Explosives;;;Explosive materials;0;0;0;A 19-year-old man, active in the Nordic Resistance Movement, was arrested on suspicion of preparing for aggravated public destruction and for possession of explosives. At his home, police found chemicals, black powder, and other products used to fabricate pyrotechnic products. On his phone, police found a video of an explosive device he ignited at a football field as well as search history on how to make bombs and the precise type of fertilizer used by Anders Behring Breivik (CaseID 2011-7-22) in his attack. The man was deeply involved in Nazi culture.;;;
2022-1-23;2022;1;23;7;GRC;Greece;Attica;Athens;Patisia mosque;38.01517719437336;23.732830933782687;1;1;99;;;;101;Ethnic/religious minorities;;;100;Explosives;;;Improvised explosive device;0;0;0;An improvised explosive device exploded in front of a mosque. The IED had screws and nails in it, and other metal objects acted as shrapnels. The imam of the mosque was inside the building at the time but was uninjured. Motive not explicitly stated, but sufficiently evident to be included.;;;
2022-1-d;2022;1;d;15;ESP;Spain;Comunidad Valenciana;Alcoi;m;38.709690133979265; -0.46639839066213956;2;3;1;Unknown;;;200;Political opponents;204;Political opponents;300;Firearms;302;Firearms;1 revolver, 3 carbines, firearms, ammunition, knives, baseball bats and manual for making explosives;0;0;0;The National Police dismantled a clandestine neo-Nazi network that spoke online and between themselves about attacking politicians and prosecutors, and discovered weapons and an explosives manual. The investigation began in 2020 after the police received an anonymous complaint through the citizen collaboration web portal about a far-right forum. One member of the network was known and followed up for previously attacking a LGBT+ headquarters building (the case was reviewed and excluded from this dataset due to the RTV severity threshold, as a flag hung on the building was burned) at the moment of the investigation. During the police intervention, seven members of the network were simultaneously arrested in Alcoi, Torrejon de Ardoz and Barcelona. The seized weapons included a revolver, three carbines, simulated firearms, ammunition, knives, baseball bats and explosives-making manuals, as well as lists of car registration plates owned by political opponents such as left-wing politicians and separatists. The seven detainees were, according to the police, a cohesive network through social media that incited hatred and extreme violence against antagonistic groups and proposed initiating armed violence in the streets. The weapons and arsenal of materials were found in Alcoi. They were charged with hate crimes and illicit association for planning violent acts of a political nature. Five of the intial seven suspects were finally sentenced for hate crimes and the formation of an illegal association. A concrete atatck plan was never discovered.;3;6;3
2022-2-5;2022;2;5;6;DEU;Germany;Berlin;Berlin;Prenzlauer Berg;52.54080041041781;13.438389513163369;1;2;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A 17-year-old girl was attacked by a group of six adults after informing the group, who were not wearing face masks, that masks were compulsory. As a response, the group started racially abused the victim both in the tram and out of it, and brutally beat her up in the street. The victim was punched and kicked, and had her hair pulled out by a female in the group. The victim was hospitalised. Three of the perpetrators, aged between 42 and 51, were arrested at a nearby pub.;;;
